id_ordine,id_cliente,dataordine,numeroarticoli,prezzototale
797,31,2023-05-10,2,58.6
798,1559,2020-09-29,2,50.5
799,1295,2022-08-10,2,24.34
800,821,2022-09-11,2,24.62
801,1770,2024-03-01,2,24.57
802,1307,2020-06-11,2,25.97
803,386,2022-05-16,2,20.65
804,60,2024-06-04,2,41.61
805,780,2022-12-26,2,25.63
806,1142,2022-05-24,2,56.97
807,718,2023-08-07,2,30.13
808,308,2020-07-13,2,40.48
809,1144,2024-01-11,2,38.61
810,253,2024-05-10,2,43.0
811,1481,2023-07-22,2,29.37
812,184,2023-10-05,2,28.62
813,782,2021-02-09,2,27.8
814,317,2023-12-14,2,25.32
815,420,2023-10-15,2,43.3
816,809,2022-07-10,2,51.82
817,1343,2024-02-11,2,32.83
818,305,2022-07-06,2,45.67
819,1888,2023-07-06,2,33.53
820,895,2025-02-09,2,16.81
821,922,2022-01-16,2,49.57
822,1721,2024-05-25,2,34.39
823,353,2021-06-03,2,26.63
824,1232,2024-05-24,2,34.23
825,1914,2022-05-05,2,39.91
826,1740,2021-08-26,2,48.93
827,1194,2023-05-30,2,26.2
828,1934,2022-01-04,2,40.35
829,1064,2020-03-19,2,54.15
830,475,2023-09-10,2,38.07
831,1403,2024-02-18,2,37.53
832,279,2025-01-16,2,23.43
833,20,2023-01-31,2,46.27
834,545,2020-11-17,2,40.81
835,72,2021-11-25,2,52.7
836,909,2020-07-13,2,28.85
837,1755,2023-06-25,2,35.97
838,234,2024-05-12,2,61.33
839,1929,2022-05-22,2,58.52
840,1052,2024-11-02,2,23.33
841,758,2023-07-14,2,34.78
842,1427,2022-08-23,2,43.6
843,205,2022-02-03,2,39.3
844,1388,2020-08-11,2,27.81
845,1051,2023-07-16,2,47.07
846,1107,2020-03-04,2,40.3
847,901,2023-01-04,2,29.4
848,1315,2022-10-08,2,23.42
849,484,2025-02-11,2,43.31
850,417,2022-09-16,2,62.65
851,667,2023-07-18,2,29.58
852,1298,2021-06-10,2,25.86
853,1860,2020-05-16,2,20.78
854,459,2025-01-16,2,40.35
855,1264,2023-07-18,2,43.83
856,1486,2023-07-03,2,35.5
857,586,2020-12-23,2,44.74
858,1714,2022-03-26,2,35.55
859,1185,2023-07-02,2,37.61
860,1345,2020-07-15,2,31.75
861,464,2021-12-09,2,36.57
862,592,2023-02-14,2,72.86
863,1559,2023-12-08,2,42.32
864,548,2024-07-08,2,35.02
865,432,2023-02-13,2,29.53
866,1161,2022-12-24,2,36.43
867,1176,2023-12-07,2,53.26
868,372,2024-11-24,2,24.73
869,39,2023-05-13,2,40.35
870,379,2021-11-07,2,36.42
871,784,2023-04-11,2,49.71
872,63,2023-12-17,2,50.62
873,486,2023-03-25,2,38.1
874,253,2022-09-08,2,35.46
875,1658,2022-12-03,2,37.6
876,482,2023-11-01,2,27.52
877,1469,2023-03-29,2,47.89
878,1099,2022-11-08,2,25.62
879,620,2022-08-25,2,42.03
880,252,2023-03-22,2,34.97
881,1855,2024-12-02,2,34.08
882,886,2024-07-06,2,43.21
883,243,2025-01-02,2,18.64
884,451,2022-10-11,2,33.31
885,1274,2023-07-14,2,28.04
886,1986,2024-10-07,2,44.54
887,1933,2024-12-19,2,32.82
888,805,2021-02-11,2,48.5
889,605,2020-04-10,2,35.07
890,1274,2022-10-16,2,40.31
891,1181,2021-03-19,2,50.29
892,1953,2024-04-08,2,55.65
893,1369,2021-05-06,2,35.07
894,948,2022-08-21,2,48.46
895,1588,2021-10-12,2,23.11
896,1555,2024-01-04,2,30.81
897,1017,2022-03-03,2,26.35
898,248,2020-02-15,2,38.29
899,45,2024-03-17,2,33.69
900,25,2024-03-04,2,48.33
901,118,2022-04-26,2,40.82
902,529,2021-08-07,2,50.35
903,1913,2023-05-30,2,28.87
904,1969,2022-11-29,2,45.86
905,1235,2020-06-14,2,32.07
906,1038,2020-05-18,2,48.87
907,87,2023-04-16,2,39.62
908,1132,2022-10-25,2,43.49
909,158,2023-05-27,2,62.97
910,642,2021-08-11,2,33.71
911,988,2021-02-16,2,18.59
912,756,2024-11-03,2,43.26
913,74,2022-07-29,2,31.92
914,25,2024-06-05,2,49.61
915,1469,2021-03-23,2,57.93
916,729,2021-10-10,2,51.59
917,1759,2023-04-20,2,65.15
918,88,2022-10-21,2,47.19
919,886,2020-07-04,2,67.1
920,806,2021-12-27,2,35.23
921,860,2021-08-18,2,45.0
922,1190,2021-02-18,2,38.24
923,866,2020-07-16,2,17.2
924,142,2021-06-04,2,26.05
925,591,2024-02-11,2,58.71
926,831,2021-04-13,2,62.77
927,1766,2020-06-17,2,33.62
928,1732,2021-08-30,2,23.51
929,395,2021-11-11,2,62.61
930,1709,2020-07-16,2,19.99
931,1518,2023-03-09,2,36.03
932,1235,2023-11-02,2,53.0
933,533,2024-03-27,2,38.0
934,486,2021-07-30,2,38.9
935,56,2022-09-05,2,41.05
936,1165,2020-09-09,2,31.3
937,1720,2021-10-06,2,20.56
938,652,2022-06-08,2,51.59
939,584,2022-10-11,2,44.94
940,1781,2023-02-28,2,65.39
941,1175,2020-02-13,2,42.12
942,66,2020-05-04,2,40.43
943,1709,2023-11-07,2,37.65
944,127,2020-11-14,2,32.1
945,1412,2023-06-10,2,40.08
946,853,2023-05-02,2,32.61
947,565,2021-02-11,2,56.8
948,956,2022-07-10,2,23.14
949,199,2020-08-01,2,28.56
950,1854,2020-01-14,2,30.47
951,129,2024-08-28,2,31.76
952,933,2022-09-25,2,27.52
953,1038,2023-11-24,2,32.94
954,1231,2021-12-30,2,31.79
955,667,2022-08-25,2,44.67
956,963,2020-01-07,2,53.24
957,1774,2022-05-31,2,57.3
958,1869,2020-05-07,2,32.84
959,107,2022-07-26,2,33.96
960,1954,2023-09-06,2,36.68
961,1678,2023-02-12,2,21.32
962,668,2020-08-28,2,51.16
963,1277,2020-11-08,2,31.06
964,43,2021-02-03,2,29.9
965,215,2021-08-20,2,24.72
966,88,2023-11-23,2,36.15
967,318,2020-11-27,2,37.58
968,285,2021-04-02,2,46.88
969,115,2022-05-23,2,52.68
970,1800,2023-09-20,2,38.8
971,1442,2023-11-15,2,35.2
972,1521,2023-10-28,2,54.41
973,1702,2021-04-25,2,28.32
974,303,2020-11-13,2,22.98
975,533,2020-08-29,2,35.7
976,741,2020-08-20,2,51.66
977,228,2020-07-02,2,29.07
978,602,2022-04-10,2,35.54
979,544,2022-06-15,2,53.09
980,71,2023-06-24,2,44.49
981,629,2020-02-01,2,42.29
982,1929,2022-03-22,2,34.27
983,1131,2022-03-27,2,22.5
984,1727,2024-11-15,2,42.58
985,104,2020-10-21,2,42.91
986,1401,2024-01-28,2,29.17
987,1340,2023-03-14,2,43.37
988,1795,2020-02-08,2,41.17
989,21,2022-02-21,2,23.99
990,198,2023-09-02,2,38.84
991,1045,2024-04-20,2,27.47
992,1058,2023-10-23,2,53.1
993,629,2021-09-19,2,22.84
994,161,2024-03-05,2,25.07
995,646,2020-11-01,2,22.93
996,722,2023-03-09,2,28.53
997,981,2023-02-28,2,58.22
998,1590,2021-02-09,2,32.82
999,1519,2020-07-06,2,35.74
1000,1481,2022-05-13,2,26.62
1001,1677,2023-10-04,2,42.52
1002,363,2021-11-29,2,48.94
1003,605,2021-10-21,2,35.54
1004,618,2024-10-09,2,28.82
1005,1721,2021-09-12,2,35.65
1006,570,2021-07-11,2,26.72
1007,1007,2021-05-12,2,53.08
1008,872,2020-08-29,2,65.68
1009,1196,2023-08-20,2,39.89
1010,1010,2024-12-17,2,54.06
1011,1795,2021-05-12,2,32.85
1012,220,2023-01-22,2,51.39
1013,819,2023-01-11,2,76.42
1014,504,2020-12-24,2,27.24
1015,1129,2024-02-15,2,44.58
1016,1897,2022-01-16,2,51.98
1017,575,2022-06-11,2,55.84
1018,514,2022-12-13,2,35.68
1019,396,2023-07-26,2,57.6
1020,601,2024-06-08,2,30.13
1021,1532,2022-05-14,2,38.87
1022,1725,2021-11-20,2,19.93
1023,412,2024-12-17,2,47.7
1024,1106,2023-03-30,2,40.58
1025,1880,2022-08-24,2,44.54
1026,1715,2021-01-11,2,39.85
1027,1796,2023-08-26,2,54.48
1028,1082,2022-12-20,2,33.94
1029,682,2022-11-10,2,33.59
1030,1865,2021-01-11,2,44.5
1031,47,2022-05-01,2,68.63
1032,485,2023-04-14,2,22.28
1033,1659,2024-08-31,2,60.78
1034,1828,2024-04-19,2,32.41
1035,718,2024-11-03,2,25.7
1036,1264,2020-09-13,2,32.07
1037,1881,2022-10-08,2,36.3
1038,1058,2024-06-28,2,43.26
1039,8,2021-10-31,2,39.68
1040,1801,2024-11-28,2,23.81
1041,1784,2023-10-27,2,27.04
1042,204,2020-08-16,2,32.04
1043,1778,2021-11-10,2,29.95
1044,582,2020-03-21,2,19.08
1045,397,2024-03-24,2,28.24
1046,1873,2020-09-22,2,33.39
1047,684,2023-09-29,2,63.12
1048,1717,2021-09-12,2,32.4
1049,1562,2024-03-04,2,28.41
1050,1877,2021-09-15,2,21.74
1051,376,2024-08-23,2,70.35
1052,1704,2021-08-18,2,32.84
1053,94,2022-10-09,2,39.56
1054,370,2023-07-30,2,55.71
1055,1617,2020-06-05,2,31.68
1056,203,2021-05-22,2,38.81
1057,986,2020-12-12,2,47.03
1058,755,2021-11-11,2,41.21
1059,279,2022-11-14,2,22.73
1060,1305,2022-12-28,2,50.59
1061,51,2023-04-20,2,80.17
1062,394,2022-01-21,2,30.72
1063,1086,2023-07-19,2,40.53
1064,1510,2024-04-09,2,29.77
1065,1117,2020-11-16,2,27.16
1066,325,2020-01-10,2,41.26
1067,986,2024-10-11,2,35.65
1068,628,2023-12-13,2,52.67
1069,217,2024-04-19,2,38.42
1070,710,2022-07-09,2,19.97
1071,1107,2023-06-14,2,61.9
1072,1857,2021-08-08,2,47.28
1073,1957,2021-08-21,2,52.73
1074,1946,2020-07-11,2,25.89
1075,578,2024-05-04,2,45.66
1076,728,2021-02-02,2,37.15
1077,1095,2023-01-11,2,37.51
1078,628,2022-07-10,2,28.52
1079,168,2024-03-22,2,41.16
1080,1002,2025-01-04,2,34.73
1081,1587,2020-04-26,2,25.24
1082,1454,2024-04-24,2,37.56
1083,612,2022-07-25,2,18.18
1084,374,2021-02-24,2,28.49
1085,730,2022-12-08,2,21.69
1086,470,2022-09-12,2,62.96
1087,1922,2023-09-26,2,36.86
1088,1858,2023-03-17,2,59.45
1089,1888,2024-08-03,2,34.23
1090,441,2024-06-17,2,41.5
1091,1830,2022-07-03,2,35.72
1092,709,2020-10-31,2,36.17
1093,1511,2022-02-18,2,35.32
1094,1045,2020-02-11,2,44.18
1095,763,2023-04-27,2,36.99
1096,279,2022-11-11,2,38.48
1097,1084,2024-11-29,2,42.43
1098,1037,2021-03-17,2,38.45
1099,834,2023-01-07,2,28.38
1100,1171,2022-01-02,2,41.56
1101,211,2023-06-04,2,44.34
1102,1485,2023-12-07,2,38.01
1103,306,2021-09-23,2,21.12
1104,252,2022-02-21,2,55.96
1105,1270,2024-12-18,2,38.32
1106,430,2024-07-23,2,35.08
1107,754,2024-11-03,2,32.06
1108,63,2022-01-31,2,26.16
1109,916,2023-08-25,2,20.44
1110,819,2024-11-01,2,45.92
1111,1146,2024-09-06,2,38.37
1112,453,2022-10-18,2,32.02
1113,1956,2022-10-18,2,26.41
1114,1443,2021-01-30,2,31.65
1115,1607,2022-03-12,2,32.74
1116,1637,2024-07-08,2,23.5
1117,1773,2023-02-22,2,27.63
1118,608,2024-05-19,2,51.03
1119,1161,2020-02-29,2,31.85
1120,854,2020-12-30,2,60.68
1121,1504,2024-08-16,2,23.56
1122,1323,2024-05-27,2,52.78
1123,269,2022-02-04,2,59.6
1124,1826,2020-03-16,2,47.77
1125,125,2021-04-11,2,33.31
1126,384,2023-02-21,2,42.06
1127,649,2020-11-13,2,15.91
1128,709,2021-12-16,2,46.07
1129,762,2023-08-08,2,33.35
1130,330,2022-12-16,2,42.72
1131,610,2021-01-15,2,37.2
1132,414,2023-08-12,2,23.14
1133,1539,2020-10-28,2,36.5
1134,455,2022-01-31,2,25.95
1135,1097,2025-01-10,2,60.92
1136,1067,2020-03-13,2,41.64
1137,950,2020-06-05,2,48.65
1138,1263,2024-05-02,2,58.3
1139,593,2024-08-02,2,26.21
1140,518,2021-10-16,2,52.43
1141,829,2020-04-25,2,25.21
1142,223,2020-07-04,2,28.24
1143,16,2021-03-30,2,41.55
1144,257,2023-10-21,2,37.98
1145,1111,2021-07-30,2,38.99
1146,1203,2020-04-08,2,44.14
1147,981,2024-01-27,2,28.17
1148,752,2024-10-25,2,48.67
1149,1836,2022-08-13,2,40.37
1150,229,2024-11-07,2,57.04
1151,1272,2022-11-08,2,43.27
1152,1378,2024-12-01,2,40.61
1153,1730,2024-09-13,2,59.12
1154,64,2022-06-21,2,33.11
1155,814,2021-02-17,2,31.46
1156,1190,2024-01-23,2,34.28
1157,1234,2024-02-04,2,39.93
1158,1940,2020-12-28,2,38.99
1159,662,2020-07-17,2,30.66
1160,79,2024-08-24,2,21.21
1161,310,2021-04-24,2,32.27
1162,6,2024-03-10,2,43.18
1163,1423,2020-03-03,2,37.67
1164,243,2023-05-04,2,23.49
1165,248,2024-02-09,2,23.97
1166,391,2021-04-13,2,57.36
1167,940,2020-03-11,2,36.65
1168,663,2022-09-25,2,34.0
1169,1696,2023-05-24,2,25.77
1170,1617,2022-01-23,2,21.84
1171,1133,2022-03-17,2,30.88
1172,90,2020-05-30,2,26.57
1173,992,2022-02-09,2,54.37
1174,691,2024-05-03,2,24.88
1175,1975,2023-06-12,2,20.92
1176,31,2023-12-17,2,41.27
1177,912,2023-07-23,2,32.59
1178,232,2023-09-27,2,43.22
1179,1591,2023-11-05,2,33.75
1180,636,2024-06-02,2,23.43
1181,1711,2023-07-29,2,47.34
1182,603,2021-11-08,2,22.42
1183,1540,2020-04-09,2,47.43
1184,734,2022-01-10,2,33.48
1185,124,2020-08-22,2,35.45
1186,1859,2024-02-29,2,34.58
1187,684,2021-01-03,2,40.81
1188,748,2021-04-22,2,28.51
1189,795,2023-07-03,2,43.64
1190,1308,2024-12-21,2,49.04
1191,583,2023-12-24,2,24.92
1192,783,2025-01-07,2,34.38
1193,1867,2020-12-20,2,54.76
1194,927,2023-07-13,2,20.0
1195,1310,2023-03-05,2,44.05
1196,1526,2023-01-15,2,22.53
1197,665,2023-08-06,2,49.38
1198,1789,2022-07-18,2,34.79
1199,1977,2024-01-15,2,36.18
1200,1732,2022-10-25,2,24.65
1201,1033,2021-10-12,2,36.49
1202,1590,2023-10-17,2,19.84
1203,917,2023-11-29,2,31.57
1204,1531,2023-09-07,2,39.17
1205,1866,2021-02-01,2,40.08
1206,1881,2025-02-05,2,38.67
1207,408,2021-05-13,2,29.41
1208,1612,2021-10-07,2,26.11
1209,342,2024-12-30,2,78.62
1210,83,2020-07-27,2,27.95
1211,1080,2023-06-29,2,33.27
1212,1999,2021-06-21,2,55.45
1213,1789,2024-02-03,2,32.31
1214,445,2021-09-21,2,54.98
1215,978,2020-04-13,2,54.89
1216,1071,2023-04-08,2,53.59
1217,362,2020-06-05,2,50.35
1218,505,2021-09-22,2,33.75
1219,735,2020-07-23,2,25.36
1220,497,2023-06-10,2,55.38
1221,266,2022-03-06,2,28.98
1222,457,2024-07-13,2,53.92
1223,1907,2023-07-25,2,21.4
1224,1837,2020-12-07,2,22.04
1225,1912,2024-01-18,2,32.05
1226,1418,2022-10-07,2,30.88
1227,1417,2020-11-23,2,33.3
1228,300,2021-03-04,2,27.04
1229,318,2024-09-26,2,27.56
1230,334,2024-11-18,2,31.75
1231,438,2021-07-18,2,48.76
1232,88,2024-11-15,2,29.53
1233,551,2024-05-01,2,29.63
1234,85,2024-07-05,2,59.65
1235,1365,2022-08-27,2,24.08
1236,493,2020-04-15,2,22.12
1237,1597,2021-03-04,2,49.81
1238,590,2022-01-25,2,34.34
1239,1923,2022-02-25,2,36.96
1240,676,2021-05-24,2,32.6
1241,179,2024-01-12,2,48.9
1242,594,2022-12-16,2,23.3
1243,1856,2020-11-09,2,56.78
1244,1420,2022-05-22,2,44.61
1245,1089,2025-01-14,2,40.3
1246,1959,2020-09-08,2,30.11
1247,1398,2020-03-28,2,37.57
1248,610,2024-06-02,2,40.69
1249,1562,2024-11-24,2,54.7
1250,648,2020-08-14,2,34.76
1251,994,2020-02-11,2,28.14
1252,1584,2022-08-24,2,43.5
1253,1393,2022-04-27,2,27.78
1254,391,2024-03-22,2,31.24
1255,1299,2023-12-02,2,23.05
1256,814,2023-11-05,2,25.82
1257,1197,2020-01-02,2,34.96
1258,1671,2021-05-21,2,62.11
1259,1620,2023-05-25,2,35.59
1260,98,2022-02-14,2,38.58
1261,1659,2023-07-25,2,74.47
1262,1608,2024-11-04,2,37.92
1263,463,2021-12-31,2,47.49
1264,69,2020-06-08,2,38.06
1265,265,2023-08-27,2,47.63
1266,609,2021-10-01,2,50.85
1267,858,2024-11-05,2,43.23
1268,497,2021-10-30,2,24.4
1269,1275,2021-11-25,2,63.07
1270,955,2021-01-30,2,31.81
1271,638,2023-03-13,2,25.6
1272,1138,2024-08-26,2,41.04
1273,701,2020-04-25,2,32.46
1274,1802,2021-03-07,2,36.86
1275,1367,2022-01-24,2,45.03
1276,925,2022-03-24,2,44.1
1277,549,2024-01-11,2,34.47
1278,1161,2022-11-19,2,63.4
1279,995,2021-07-18,2,58.31
1280,620,2020-02-03,2,59.35
1281,1937,2023-05-15,2,44.3
1282,756,2021-06-06,2,29.35
1283,1216,2021-04-24,2,24.53
1284,1571,2022-03-27,2,35.63
1285,870,2023-08-21,2,28.39
1286,1783,2024-09-12,2,40.06
1287,796,2021-06-12,2,55.48
1288,170,2022-02-15,2,41.23
1289,720,2022-07-13,2,54.94
1290,781,2020-01-03,2,62.39
1291,207,2025-02-03,2,27.07
1292,76,2022-06-28,2,49.19
1293,308,2021-02-23,2,27.65
1294,1590,2023-04-03,2,52.43
1295,725,2021-05-04,2,30.49
1296,1053,2024-10-16,2,40.56
1297,828,2024-04-22,2,28.57
1298,296,2020-12-11,2,49.44
1299,1810,2023-01-30,2,32.96
1300,271,2020-08-30,2,39.66
1301,494,2022-12-09,2,37.43
1302,1217,2020-09-08,2,67.46
1303,1311,2021-04-28,2,25.21
1304,1006,2024-03-31,2,41.29
1305,1677,2022-06-19,2,42.59
1306,637,2021-01-23,2,38.31
1307,1051,2021-12-21,2,34.43
1308,928,2022-06-27,2,40.75
1309,545,2020-08-22,2,34.93
1310,1186,2023-01-22,2,44.22
1311,1298,2020-10-23,2,22.29
1312,986,2024-09-14,2,28.42
1313,395,2023-02-28,2,28.55
1314,1463,2025-02-03,2,35.84
1315,31,2020-06-28,2,67.21
1316,1716,2024-11-15,2,43.9
1317,1338,2021-01-25,2,65.27
1318,1823,2020-01-12,2,31.68
1319,805,2022-03-04,2,32.73
1320,1682,2024-05-25,2,35.07
1321,1728,2024-12-09,2,61.98
1322,1978,2020-05-20,2,44.27
1323,623,2020-04-24,2,36.43
1324,93,2021-12-11,2,49.15
1325,1395,2024-03-17,2,40.51
1326,52,2022-09-17,2,33.36
1327,959,2023-07-28,2,39.38
1328,971,2024-08-17,2,37.03
1329,686,2024-01-18,2,35.52
1330,1943,2023-07-02,2,66.67
1331,1916,2021-07-19,2,32.49
1332,1844,2021-06-09,2,43.21
1333,801,2024-11-14,2,28.23
1334,1635,2022-04-09,2,47.76
1335,871,2020-07-27,2,39.69
1336,408,2023-12-18,2,56.7
1337,161,2024-03-17,2,40.35
1338,1971,2020-07-24,2,27.52
1339,1034,2020-10-25,2,54.43
1340,812,2023-11-18,2,60.95
1341,1699,2024-08-07,2,40.33
1342,1003,2024-02-08,2,25.94
1343,103,2023-02-14,2,48.08
1344,448,2025-02-06,2,35.46
1345,19,2023-03-20,2,60.36
1346,1596,2022-11-23,2,35.09
1347,306,2024-03-31,2,30.92
1348,1686,2023-08-10,2,25.91
1349,505,2020-09-18,2,48.46
1350,1412,2024-01-22,2,45.89
1351,1905,2023-04-14,2,33.29
1352,1956,2024-08-18,2,41.15
1353,1434,2020-09-17,2,33.16
1354,432,2022-04-30,2,32.99
1355,703,2022-07-07,2,40.97
1356,19,2021-12-29,2,26.53
1357,535,2022-05-07,2,27.52
1358,1172,2022-03-27,2,24.81
1359,669,2021-01-05,2,23.59
1360,852,2022-03-15,2,35.7
1361,1693,2021-03-10,2,35.89
1362,1132,2025-02-14,2,28.42
1363,1931,2021-04-29,2,51.56
1364,1008,2024-02-24,2,25.34
1365,1656,2024-02-08,2,48.56
1366,133,2021-04-16,2,21.99
1367,440,2021-12-18,2,32.63
1368,711,2021-04-03,2,32.25
1369,509,2021-04-09,2,33.12
1370,857,2021-06-06,2,45.13
1371,1832,2022-10-05,2,23.31
1372,1201,2023-09-03,2,36.3
1373,78,2024-08-09,2,22.89
1374,1940,2020-08-01,2,48.73
1375,455,2023-01-01,2,38.44
1376,126,2022-09-18,2,44.68
1377,1922,2020-07-10,2,42.19
1378,264,2024-01-12,2,45.11
1379,853,2022-04-16,2,25.73
1380,1969,2021-04-06,2,44.73
1381,1522,2024-11-02,2,45.96
1382,1763,2023-11-09,2,39.08
1383,78,2025-02-03,2,44.8
1384,565,2023-05-24,2,62.75
1385,292,2024-06-27,2,34.39
1386,333,2020-06-18,2,20.2
1387,1134,2024-11-13,2,44.85
1388,857,2023-06-20,2,38.67
1389,412,2024-07-17,2,31.74
1390,599,2022-06-26,2,56.16
1391,988,2023-07-14,2,41.27
1392,287,2023-10-17,2,25.47
1393,67,2023-03-20,2,22.27
1394,1353,2021-08-31,2,55.45
1395,1530,2021-04-20,2,58.63
1396,654,2020-10-08,2,48.31
1397,933,2022-06-17,2,47.04
1398,1587,2025-01-10,2,26.11
1399,248,2023-09-28,2,66.5
1400,1989,2023-11-15,2,41.87
1401,1538,2024-02-20,2,31.59
1402,1153,2024-12-16,2,25.25
1403,1273,2024-03-27,2,30.27
1404,940,2022-03-25,2,45.98
1405,1867,2021-01-04,2,65.36
1406,1227,2020-10-20,2,21.61
1407,1304,2022-10-08,2,29.04
1408,1983,2022-08-06,2,47.79
1409,1293,2023-01-30,2,62.48
1410,1607,2020-07-13,2,34.63
1411,1398,2021-03-08,2,33.68
1412,1593,2022-02-23,2,31.82
1413,697,2024-02-07,2,48.32
1414,1061,2024-08-06,2,35.2
1415,1974,2022-10-01,2,43.72
1416,1567,2021-10-25,2,37.78
1417,729,2023-12-03,2,49.2
1418,1217,2024-11-29,2,40.66
1419,366,2021-11-11,2,54.68
1420,1130,2024-03-23,2,51.83
1421,415,2022-01-09,2,31.41
1422,726,2022-09-13,2,48.42
1423,152,2020-01-01,2,21.79
1424,1919,2020-02-16,2,33.03
1425,1199,2020-07-17,2,36.17
1426,12,2023-03-08,2,28.75
1427,820,2020-04-26,2,52.24
1428,1052,2022-10-11,2,32.54
1429,1564,2023-02-16,2,65.66
1430,1030,2021-03-24,2,31.4
1431,59,2022-04-05,2,19.15
1432,841,2020-09-01,2,54.51
1433,1028,2024-12-07,2,22.64
1434,1715,2023-06-23,2,36.11
1435,58,2021-02-14,2,21.19
1436,1254,2020-09-09,2,50.16
1437,1695,2021-02-14,2,33.3
1438,719,2022-07-20,2,35.49
1439,426,2021-06-14,2,33.63
1440,564,2021-12-14,2,24.39
1441,587,2023-12-21,2,45.1
1442,44,2021-05-21,2,42.73
1443,1803,2021-06-02,2,24.62
1444,437,2025-01-27,2,53.23
1445,1014,2023-05-29,2,30.92
1446,730,2022-08-06,2,46.78
1447,828,2024-07-04,2,40.3
1448,972,2020-05-15,2,34.81
1449,1954,2023-02-23,2,55.27
1450,148,2021-11-17,2,26.3
1451,128,2024-04-10,2,64.8
1452,473,2021-03-18,2,31.73
1453,1975,2023-10-01,2,40.94
1454,1625,2022-03-10,2,36.04
1455,185,2021-12-09,2,35.99
1456,1727,2024-12-09,2,50.53
1457,1,2021-07-15,2,40.1
1458,1325,2022-04-10,2,24.72
1459,501,2021-05-09,2,33.71
1460,629,2020-09-13,2,42.43
1461,1218,2024-08-28,2,24.4
1462,603,2021-04-20,2,55.19
1463,683,2022-04-28,2,45.63
1464,655,2023-01-17,2,28.13
1465,1008,2021-11-07,2,31.6
1466,175,2024-12-11,2,29.0
1467,1892,2022-09-11,2,62.16
1468,145,2021-10-06,2,26.94
1469,79,2021-03-01,2,29.54
1470,10,2024-04-21,2,26.46
1471,116,2020-03-24,2,53.03
1472,670,2023-10-12,2,28.39
1473,1691,2020-09-10,2,55.03
1474,428,2023-01-17,2,50.5
1475,1567,2023-08-26,2,58.07
1476,1140,2022-12-17,2,35.14
1477,1034,2024-07-10,2,40.79
1478,634,2023-01-22,2,43.06
1479,113,2023-11-15,2,46.1
1480,1562,2022-12-07,2,70.35
1481,348,2023-08-22,2,18.9
1482,28,2025-01-27,2,33.11
1483,297,2022-11-01,2,28.76
1484,27,2020-04-20,2,51.23
1485,163,2021-02-25,2,33.94
1486,732,2021-12-16,2,43.46
1487,407,2020-09-08,2,52.65
1488,1131,2020-10-16,2,64.42
1489,843,2020-10-19,2,57.46
1490,717,2020-01-04,2,61.12
1491,1399,2022-11-14,2,44.95
1492,859,2021-08-04,2,38.95
1493,1641,2024-12-10,2,23.83
1494,632,2022-05-25,2,36.96
1495,1060,2024-01-19,2,34.46
1496,344,2022-09-13,2,30.43
1497,1141,2021-01-04,2,32.08
1498,110,2023-03-31,2,59.21
1499,1054,2024-03-18,2,78.84
1500,1369,2022-11-16,2,25.45
1501,1568,2022-09-03,2,35.07
1502,1379,2022-02-15,2,38.17
1503,1025,2024-03-11,2,40.28
1504,736,2020-07-06,2,45.69
1505,283,2025-02-02,2,55.17
1506,555,2020-03-18,2,50.06
1507,1767,2024-01-11,2,34.43
1508,1690,2020-01-02,2,30.33
1509,1194,2020-06-20,2,40.65
1510,1463,2024-03-30,2,31.0
1511,486,2020-07-07,2,31.7
1512,979,2022-01-11,2,33.6
1513,226,2021-11-24,2,30.54
1514,813,2024-04-28,2,37.07
1515,190,2024-11-17,2,57.4
1516,353,2022-10-22,2,26.35
1517,584,2022-04-24,2,40.11
1518,1593,2020-02-02,2,69.61
1519,156,2022-06-08,2,38.44
1520,1823,2024-05-04,2,29.55
1521,1493,2021-08-02,2,62.02
1522,1160,2020-07-27,2,34.0
1523,992,2023-04-09,2,27.74
1524,624,2023-09-07,2,23.18
1525,399,2022-06-09,2,30.26
1526,655,2020-12-06,2,30.53
1527,956,2020-10-22,2,34.76
1528,1883,2022-12-22,2,25.88
1529,1508,2021-06-07,2,27.09
1530,1532,2024-09-21,2,49.29
1531,138,2020-02-09,2,37.25
1532,782,2024-07-30,2,39.57
1533,60,2022-02-08,2,46.78
1534,1216,2023-06-02,2,39.48
1535,338,2023-02-27,2,35.94
1536,609,2021-09-17,2,33.42
1537,1445,2024-09-11,2,43.26
1538,1780,2020-02-08,2,28.73
1539,156,2021-08-02,2,77.9
1540,1576,2022-10-13,2,46.39
1541,1237,2020-07-26,2,32.89
1542,168,2022-07-12,2,34.23
1543,217,2023-10-08,2,34.49
1544,1347,2022-03-18,2,33.0
1545,1855,2020-01-03,2,39.25
1546,240,2024-02-17,2,27.7
1547,674,2021-08-22,2,19.45
1548,523,2023-10-25,2,48.91
1549,631,2021-04-04,2,28.61
1550,141,2022-04-13,2,57.77
1551,803,2025-01-14,2,33.08
1552,194,2024-06-07,2,27.58
1553,442,2023-05-04,2,40.97
1554,761,2021-12-07,2,39.68
1555,279,2023-08-11,2,27.51
1556,252,2021-08-02,2,46.2
1557,615,2020-01-21,2,54.1
1558,503,2022-12-16,2,52.67
1559,1053,2024-08-28,2,41.08
1560,1943,2023-01-20,2,57.43
1561,772,2025-01-25,2,50.73
1562,1278,2024-03-19,2,38.95
1563,67,2020-02-01,2,23.83
1564,1690,2021-08-11,2,62.29
