id_articolo,id_ordine,id_linea,codice_partita,numerosequenziale,costo
2511,1256,5,306,1,15.47
2512,1256,9,798,2,10.35
2513,1257,6,463,1,21.05
2514,1257,3,224,2,13.91
2515,1258,8,512,1,17.03
2516,1258,2,986,2,45.08
2517,1259,3,19,1,10.72
2518,1259,7,446,2,24.87
2519,1260,7,8,1,26.03
2520,1260,1,332,2,12.55
2521,1261,7,231,1,29.33
2522,1261,6,782,2,45.14
2523,1262,3,127,1,23.17
2524,1262,2,108,2,14.75
2525,1263,7,800,1,24.09
2526,1263,4,109,2,23.4
2527,1264,5,9,1,27.12
2528,1264,4,170,2,10.94
2529,1265,2,698,1,19.18
2530,1265,2,506,2,28.45
2531,1266,10,519,1,27.96
2532,1266,6,868,2,22.89
2533,1267,4,846,1,15.35
2534,1267,9,168,2,27.88
2535,1268,6,177,1,13.46
2536,1268,4,170,2,10.94
2537,1269,5,385,1,21.66
2538,1269,4,820,2,41.41
2539,1270,1,135,1,15.05
2540,1270,7,963,2,16.76
2541,1271,10,564,1,13.13
2542,1271,6,703,2,12.47
2543,1272,8,205,1,25.56
2544,1272,2,722,2,15.48
2545,1273,8,884,1,13.42
2546,1273,1,841,2,19.04
2547,1274,10,218,1,9.57
2548,1274,2,882,2,27.29
2549,1275,3,708,1,25.85
2550,1275,2,698,2,19.18
2551,1276,3,100,1,21.46
2552,1276,1,488,2,22.64
2553,1277,8,470,1,7.75
2554,1277,10,693,2,26.72
2555,1278,4,856,1,35.44
2556,1278,10,519,2,27.96
2557,1279,8,433,1,33.99
2558,1279,8,774,2,24.32
2559,1280,1,364,1,19.11
2560,1280,7,603,2,40.24
2561,1281,8,688,1,12.63
2562,1281,2,497,2,31.67
2563,1282,8,687,1,13.87
2564,1282,2,722,2,15.48
2565,1283,9,36,1,17.48
2566,1283,9,11,2,7.05
2567,1284,5,432,1,14.66
2568,1284,6,24,2,20.97
2569,1285,6,770,1,12.2
2570,1285,8,180,2,16.19
2571,1286,2,455,1,27.69
2572,1286,1,835,2,12.37
2573,1287,1,376,1,16.38
2574,1287,9,692,2,39.1
2575,1288,5,106,1,26.09
2576,1288,5,115,2,15.14
2577,1289,2,908,1,41.98
2578,1289,7,995,2,12.96
2579,1290,6,161,1,44.85
2580,1290,9,935,2,17.54
2581,1291,8,870,1,14.38
2582,1291,4,670,2,12.69
2583,1292,6,440,1,32.95
2584,1292,1,792,2,16.24
2585,1293,4,547,1,14.55
2586,1293,8,336,2,13.1
2587,1294,5,395,1,37.96
2588,1294,9,197,2,14.47
2589,1295,10,683,1,17.36
2590,1295,10,564,2,13.13
2591,1296,7,520,1,23.31
2592,1296,10,493,2,17.25
2593,1297,7,804,1,11.81
2594,1297,7,963,2,16.76
2595,1298,8,869,1,14.64
2596,1298,3,747,2,34.8
2597,1299,5,309,1,11.66
2598,1299,4,81,2,21.3
2599,1300,8,483,1,21.14
2600,1300,8,26,2,18.52
2601,1301,10,300,1,18.52
2602,1301,4,428,2,18.91
2603,1302,5,419,1,32.14
2604,1302,4,771,2,35.32
2605,1303,10,207,1,11.5
2606,1303,10,949,2,13.71
2607,1304,7,310,1,32.93
2608,1304,3,562,2,8.36
2609,1305,9,382,1,19.19
2610,1305,8,588,2,23.4
2611,1306,2,596,1,19.09
2612,1306,6,60,2,19.22
2613,1307,6,668,1,24.56
2614,1307,6,853,2,9.87
2615,1308,3,507,1,18.12
2616,1308,6,10,2,22.63
2617,1309,8,906,1,12.55
2618,1309,4,840,2,22.38
2619,1310,8,265,1,19.89
2620,1310,7,987,2,24.33
2621,1311,6,494,1,11.79
2622,1311,6,93,2,10.5
2623,1312,8,586,1,11.18
2624,1312,7,885,2,17.24
2625,1313,1,794,1,14.53
2626,1313,5,288,2,14.02
2627,1314,5,495,1,14.63
2628,1314,9,251,2,21.21
2629,1315,8,353,1,23.8
2630,1315,8,979,2,43.41
2631,1316,3,178,1,10.53
2632,1316,1,486,2,33.37
2633,1317,2,878,1,43.2
2634,1317,7,121,2,22.07
2635,1318,7,650,1,20.16
2636,1318,4,357,2,11.52
2637,1319,6,202,1,24.95
2638,1319,3,604,2,7.78
2639,1320,5,53,1,15.93
2640,1320,1,90,2,19.14
2641,1321,3,526,1,31.15
2642,1321,1,883,2,30.83
2643,1322,1,791,1,27.84
2644,1322,1,803,2,16.43
2645,1323,7,141,1,15.78
2646,1323,5,199,2,20.65
2647,1324,2,854,1,26.74
2648,1324,1,989,2,22.41
2649,1325,10,646,1,23.63
2650,1325,7,889,2,16.88
2651,1326,4,570,1,11.7
2652,1326,5,385,2,21.66
2653,1327,4,342,1,23.84
2654,1327,6,425,2,15.54
2655,1328,5,106,1,26.09
2656,1328,4,170,2,10.94
2657,1329,2,350,1,10.66
2658,1329,4,749,2,24.86
2659,1330,5,380,1,30.26
2660,1330,2,458,2,36.41
2661,1331,10,556,1,14.48
2662,1331,2,50,2,18.01
2663,1332,9,375,1,7.4
2664,1332,10,373,2,35.81
2665,1333,3,86,1,14.74
2666,1333,10,208,2,13.49
2667,1334,10,847,1,21.19
2668,1334,5,832,2,26.57
2669,1335,7,885,1,17.24
2670,1335,7,179,2,22.45
2671,1336,8,132,1,12.72
2672,1336,2,175,2,43.98
2673,1337,10,87,1,25.15
2674,1337,3,473,2,15.2
2675,1338,5,860,1,15.36
2676,1338,2,344,2,12.16
2677,1339,10,166,1,37.37
2678,1339,3,723,2,17.06
2679,1340,2,878,1,43.2
2680,1340,5,524,2,17.75
2681,1341,1,515,1,17.02
2682,1341,7,520,2,23.31
2683,1342,2,915,1,14.09
2684,1342,7,416,2,11.85
2685,1343,3,922,1,32.36
2686,1343,2,20,2,15.72
2687,1344,7,677,1,8.9
2688,1344,6,849,2,26.56
2689,1345,3,747,1,34.8
2690,1345,8,205,2,25.56
2691,1346,1,989,1,22.41
2692,1346,4,648,2,12.68
2693,1347,3,100,1,21.46
2694,1347,3,260,2,9.46
2695,1348,9,936,1,7.71
2696,1348,8,457,2,18.2
2697,1349,2,967,1,21.19
2698,1349,6,40,2,27.27
2699,1350,7,800,1,24.09
2700,1350,6,953,2,21.8
2701,1351,7,2,1,21.95
2702,1351,10,471,2,11.34
2703,1352,1,57,1,23.66
2704,1352,1,642,2,17.49
2705,1353,8,954,1,13.88
2706,1353,8,976,2,19.28
2707,1354,6,531,1,22.64
2708,1354,9,798,2,10.35
2709,1355,8,512,1,17.03
2710,1355,4,631,2,23.94
2711,1356,9,633,1,17.23
2712,1356,3,602,2,9.3
2713,1357,6,93,1,10.5
2714,1357,1,515,2,17.02
2715,1358,4,83,1,12.95
2716,1358,4,321,2,11.86
2717,1359,3,86,1,14.74
2718,1359,1,145,2,8.85
2719,1360,5,769,1,8.81
2720,1360,5,111,2,26.89
2721,1361,8,673,1,14.4
2722,1361,8,359,2,21.49
2723,1362,6,658,1,16.57
2724,1362,7,416,2,11.85
2725,1363,8,934,1,27.66
2726,1363,1,713,2,23.9
2727,1364,1,517,1,13.75
2728,1364,6,316,2,11.59
2729,1365,6,985,1,32.27
2730,1365,1,388,2,16.29
2731,1366,9,535,1,15.6
2732,1366,9,54,2,6.39
2733,1367,10,478,1,19.37
2734,1367,4,938,2,13.26
2735,1368,10,783,1,19.61
2736,1368,6,848,2,12.64
2737,1369,10,223,1,23.54
2738,1369,10,31,2,9.58
2739,1370,3,776,1,26.01
2740,1370,7,153,2,19.12
2741,1371,4,638,1,10.42
2742,1371,7,852,2,12.89
2743,1372,10,925,1,22.02
2744,1372,4,64,2,14.28
2745,1373,1,794,1,14.53
2746,1373,2,537,2,8.36
2747,1374,4,522,1,15.74
2748,1374,10,327,2,32.99
2749,1375,10,559,1,24.69
2750,1375,4,4,2,13.75
2751,1376,5,465,1,33.51
2752,1376,8,261,2,11.17
2753,1377,9,696,1,13.93
2754,1377,4,75,2,28.26
2755,1378,2,759,1,23.22
2756,1378,5,796,2,21.89
2757,1379,2,236,1,10.5
2758,1379,2,758,2,15.23
2759,1380,2,497,1,31.67
2760,1380,4,148,2,13.06
2761,1381,4,605,1,7.75
2762,1381,9,726,2,38.21
2763,1382,9,696,1,13.93
2764,1382,10,87,2,25.15
2765,1383,7,690,1,13.19
2766,1383,4,269,2,31.61
2767,1384,1,754,1,37.76
2768,1384,3,66,2,24.99
2769,1385,6,770,1,12.2
2770,1385,7,182,2,22.19
2771,1386,5,352,1,12.71
2772,1386,9,785,2,7.49
2773,1387,2,854,1,26.74
2774,1387,7,829,2,18.11
2775,1388,10,925,1,22.02
2776,1388,7,946,2,16.65
2777,1389,10,489,1,17.06
2778,1389,2,981,2,14.68
2779,1390,8,392,1,31.28
2780,1390,1,104,2,24.88
2781,1391,5,111,1,26.89
2782,1391,8,870,2,14.38
2783,1392,3,144,1,12.44
2784,1392,10,97,2,13.03
2785,1393,10,601,1,8.79
2786,1393,1,345,2,13.48
2787,1394,6,335,1,37.72
2788,1394,3,891,2,17.73
2789,1395,4,347,1,19.32
2790,1395,4,227,2,39.31
2791,1396,2,37,1,27.04
2792,1396,7,740,2,21.27
2793,1397,7,390,1,34.84
2794,1397,6,770,2,12.2
2795,1398,2,551,1,16.77
2796,1398,2,824,2,9.34
2797,1399,8,14,1,33.22
2798,1399,10,966,2,33.28
2799,1400,4,314,1,20.93
2800,1400,6,482,2,20.94
2801,1401,4,648,1,12.68
2802,1401,4,428,2,18.91
2803,1402,5,139,1,18.2
2804,1402,9,11,2,7.05
2805,1403,8,586,1,11.18
2806,1403,2,596,2,19.09
2807,1404,1,80,1,20.33
2808,1404,1,3,2,25.65
2809,1405,9,651,1,38.91
2810,1405,4,720,2,26.45
2811,1406,3,900,1,13.63
2812,1406,8,149,2,7.98
2813,1407,2,113,1,13.44
2814,1407,8,155,2,15.6
2815,1408,7,320,1,26.44
2816,1408,6,760,2,21.35
2817,1409,4,877,1,49.03
2818,1409,10,806,2,13.45
2819,1410,4,932,1,16.95
2820,1410,8,267,2,17.68
2821,1411,10,768,1,15.64
2822,1411,2,540,2,18.04
2823,1412,8,784,1,20.37
2824,1412,9,254,2,11.45
2825,1413,8,74,1,35.03
2826,1413,5,810,2,13.29
2827,1414,5,618,1,17.39
2828,1414,4,421,2,17.81
2829,1415,9,36,1,17.48
2830,1415,3,214,2,26.24
2831,1416,7,320,1,26.44
2832,1416,3,748,2,11.34
2833,1417,6,563,1,17.59
2834,1417,4,269,2,31.61
2835,1418,6,678,1,25.19
2836,1418,5,306,2,15.47
2837,1419,8,422,1,38.03
2838,1419,1,252,2,16.65
2839,1420,8,74,1,35.03
2840,1420,7,589,2,16.8
2841,1421,6,542,1,17.46
2842,1421,10,801,2,13.95
2843,1422,4,269,1,31.61
2844,1422,6,598,2,16.81
2845,1423,10,471,1,11.34
2846,1423,1,548,2,10.45
2847,1424,10,498,1,15.63
2848,1424,10,291,2,17.4
2849,1425,8,512,1,17.03
2850,1425,1,90,2,19.14
2851,1426,6,655,1,12.82
2852,1426,5,53,2,15.93
2853,1427,5,550,1,33.15
2854,1427,2,596,2,19.09
2855,1428,7,800,1,24.09
2856,1428,2,959,2,8.45
2857,1429,2,497,1,31.67
2858,1429,8,433,2,33.99
2859,1430,5,714,1,15.19
2860,1430,2,572,2,16.21
2861,1431,3,595,1,7.0
2862,1431,4,619,2,12.15
2863,1432,1,486,1,33.37
2864,1432,2,719,2,21.14
2865,1433,10,97,1,13.03
2866,1433,4,686,2,9.61
2867,1434,5,18,1,20.65
2868,1434,1,324,2,15.46
2869,1435,2,816,1,8.72
2870,1435,6,703,2,12.47
2871,1436,2,217,1,36.14
2872,1436,5,288,2,14.02
2873,1437,8,26,1,18.52
2874,1437,7,581,2,14.78
2875,1438,1,713,1,23.9
2876,1438,6,316,2,11.59
2877,1439,3,730,1,18.76
2878,1439,5,990,2,14.87
2879,1440,1,978,1,12.54
2880,1440,7,416,2,11.85
2881,1441,10,952,1,32.32
2882,1441,3,30,2,12.78
2883,1442,10,950,1,24.27
2884,1442,5,844,2,18.46
2885,1443,7,107,1,11.37
2886,1443,8,443,2,13.25
2887,1444,8,764,1,20.87
2888,1444,3,922,2,32.36
2889,1445,3,165,1,11.52
2890,1445,8,707,2,19.4
2891,1446,10,373,1,35.81
2892,1446,1,899,2,10.97
2893,1447,5,276,1,15.64
2894,1447,9,290,2,24.66
2895,1448,1,467,1,22.89
2896,1448,6,961,2,11.92
2897,1449,10,95,1,31.41
2898,1449,10,73,2,23.86
2899,1450,4,321,1,11.86
2900,1450,7,903,2,14.44
2901,1451,1,499,1,21.39
2902,1451,8,979,2,43.41
2903,1452,8,370,1,22.39
2904,1452,2,824,2,9.34
2905,1453,7,304,1,14.49
2906,1453,4,720,2,26.45
2907,1454,7,118,1,20.99
2908,1454,7,16,2,15.05
2909,1455,2,500,1,13.35
2910,1455,3,313,2,22.64
2911,1456,2,99,1,21.02
2912,1456,10,675,2,29.51
2913,1457,4,836,1,18.64
2914,1457,3,100,2,21.46
2915,1458,3,171,1,6.61
2916,1458,7,829,2,18.11
2917,1459,7,182,1,22.19
2918,1459,1,423,2,11.52
2919,1460,8,928,1,9.63
2920,1460,1,756,2,32.8
2921,1461,3,230,1,15.78
2922,1461,3,410,2,8.62
2923,1462,9,185,1,18.01
2924,1462,1,211,2,37.18
2925,1463,5,876,1,16.09
2926,1463,3,444,2,29.54
2927,1464,4,15,1,11.75
2928,1464,1,376,2,16.38
2929,1465,10,31,1,9.58
2930,1465,10,925,2,22.02
2931,1466,6,770,1,12.2
2932,1466,7,589,2,16.8
2933,1467,6,782,1,45.14
2934,1467,1,515,2,17.02
2935,1468,2,236,1,10.5
2936,1468,8,565,2,16.44
2937,1469,4,83,1,12.95
2938,1469,2,134,2,16.59
2939,1470,10,466,1,8.09
2940,1470,3,819,2,18.37
2941,1471,10,87,1,25.15
2942,1471,9,257,2,27.88
2943,1472,7,527,1,20.03
2944,1472,2,537,2,8.36
2945,1473,6,60,1,19.22
2946,1473,10,373,2,35.81
2947,1474,6,335,1,37.72
2948,1474,3,30,2,12.78
2949,1475,2,12,1,22.26
2950,1475,10,373,2,35.81
2951,1476,1,548,1,10.45
2952,1476,10,559,2,24.69
2953,1477,4,220,1,31.2
2954,1477,9,872,2,9.59
2955,1478,4,975,1,21.07
2956,1478,3,821,2,21.99
2957,1479,6,941,1,15.5
2958,1479,10,188,2,30.6
2959,1480,9,786,1,39.25
2960,1480,4,971,2,31.1
2961,1481,3,226,1,7.24
2962,1481,5,309,2,11.66
2963,1482,9,855,1,13.82
2964,1482,1,365,2,19.29
2965,1483,4,667,1,9.67
2966,1483,2,596,2,19.09
2967,1484,2,610,1,21.22
2968,1484,6,705,2,30.01
2969,1485,6,737,1,15.34
2970,1485,8,417,2,18.6
2971,1486,7,63,1,13.2
2972,1486,5,380,2,30.26
2973,1487,3,39,1,21.37
2974,1487,8,392,2,31.28
2975,1488,2,89,1,19.85
2976,1488,4,983,2,44.57
2977,1489,2,626,1,25.38
2978,1489,3,299,2,32.08
2979,1490,5,120,1,35.73
2980,1490,9,671,2,25.39
2981,1491,7,513,1,18.2
2982,1491,6,7,2,26.75
2983,1492,1,418,1,23.12
2984,1492,10,931,2,15.83
2985,1493,10,387,1,11.74
2986,1493,6,716,2,12.09
2987,1494,5,461,1,12.76
2988,1494,2,573,2,24.2
2989,1495,6,779,1,15.13
2990,1495,2,729,2,19.33
2991,1496,5,796,1,21.89
2992,1496,10,456,2,8.54
2993,1497,6,425,1,15.54
2994,1497,7,943,2,16.54
2995,1498,10,930,1,36.09
2996,1498,1,418,2,23.12
2997,1499,2,878,1,43.2
2998,1499,5,608,2,35.64
2999,1500,8,250,1,10.98
3000,1500,9,197,2,14.47
3001,1501,2,724,1,23.85
3002,1501,3,711,2,11.22
3003,1502,8,305,1,20.06
3004,1502,7,829,2,18.11
3005,1503,7,684,1,27.74
3006,1503,1,978,2,12.54
3007,1504,4,856,1,35.44
3008,1504,8,65,2,10.25
3009,1505,10,865,1,28.43
3010,1505,2,854,2,26.74
3011,1506,4,249,1,37.69
3012,1506,1,835,2,12.37
3013,1507,3,127,1,23.17
3014,1507,8,301,2,11.26
3015,1508,4,434,1,14.73
3016,1508,9,535,2,15.6
3017,1509,7,231,1,29.33
3018,1509,9,823,2,11.32
3019,1510,1,517,1,13.75
3020,1510,10,493,2,17.25
3021,1511,8,827,1,21.85
3022,1511,5,331,2,9.85
3023,1512,10,778,1,16.8
3024,1512,10,778,2,16.8
3025,1513,8,942,1,14.56
3026,1513,9,216,2,15.98
3027,1514,10,489,1,17.06
3028,1514,6,232,2,20.01
3029,1515,7,527,1,20.03
3030,1515,10,166,2,37.37
3031,1516,2,350,1,10.66
3032,1516,4,755,2,15.69
3033,1517,5,593,1,28.45
3034,1517,8,117,2,11.66
3035,1518,3,372,1,49.5
3036,1518,1,805,2,20.11
3037,1519,4,263,1,11.85
3038,1519,7,991,2,26.59
3039,1520,8,117,1,11.66
3040,1520,3,539,2,17.89
3041,1521,8,198,1,36.0
3042,1521,3,639,2,26.02
3043,1522,3,919,1,17.41
3044,1522,2,134,2,16.59
3045,1523,2,236,1,10.5
3046,1523,7,885,2,17.24
3047,1524,2,574,1,9.3
3048,1524,8,954,2,13.88
3049,1525,7,153,1,19.12
3050,1525,3,129,2,11.14
3051,1526,8,420,1,12.64
3052,1526,3,539,2,17.89
3053,1527,2,824,1,9.34
3054,1527,5,802,2,25.42
3055,1528,4,881,1,16.07
3056,1528,7,201,2,9.81
3057,1529,2,337,1,10.39
3058,1529,1,274,2,16.7
3059,1530,2,661,1,27.27
3060,1530,9,55,2,22.02
3061,1531,2,108,1,14.75
3062,1531,4,909,2,22.5
3063,1532,10,32,1,19.09
3064,1532,6,354,2,20.48
3065,1533,8,26,1,18.52
3066,1533,4,75,2,28.26
3067,1534,2,967,1,21.19
3068,1534,10,665,2,18.29
3069,1535,2,546,1,18.45
3070,1535,1,642,2,17.49
3071,1536,1,252,1,16.65
3072,1536,2,551,2,16.77
3073,1537,2,787,1,28.58
3074,1537,2,926,2,14.68
3075,1538,1,725,1,15.95
3076,1538,3,30,2,12.78
3077,1539,3,282,1,40.72
3078,1539,1,211,2,37.18
3079,1540,2,611,1,11.38
3080,1540,5,752,2,35.01
3081,1541,8,267,1,17.68
3082,1541,4,133,2,15.21
3083,1542,1,763,1,13.7
3084,1542,7,733,2,20.53
3085,1543,9,671,1,25.39
3086,1543,7,653,2,9.1
3087,1544,10,223,1,23.54
3088,1544,3,260,2,9.46
3089,1545,9,947,1,25.05
3090,1545,10,838,2,14.2
3091,1546,1,845,1,14.94
3092,1546,5,461,2,12.76
3093,1547,10,387,1,11.74
3094,1547,9,936,2,7.71
3095,1548,6,597,1,35.53
3096,1548,4,481,2,13.38
3097,1549,5,331,1,9.85
3098,1549,5,534,2,18.76
3099,1550,10,950,1,24.27
3100,1550,1,659,2,33.5
3101,1551,1,803,1,16.43
3102,1551,7,946,2,16.65
3103,1552,10,912,1,13.02
3104,1552,8,942,2,14.56
3105,1553,2,574,1,9.3
3106,1553,2,497,2,31.67
3107,1554,4,620,1,17.27
3108,1554,9,721,2,22.41
3109,1555,8,928,1,9.63
3110,1555,1,278,2,17.88
3111,1556,5,68,1,19.75
3112,1556,4,720,2,26.45
3113,1557,9,84,1,20.6
3114,1557,1,659,2,33.5
3115,1558,4,814,1,29.95
3116,1558,5,813,2,22.72
3117,1559,2,393,1,17.31
3118,1559,9,468,2,23.77
3119,1560,3,507,1,18.12
3120,1560,3,103,2,39.31
3121,1561,6,923,1,21.19
3122,1561,3,444,2,29.54
3123,1562,5,593,1,28.45
3124,1562,6,93,2,10.5
3125,1563,4,85,1,7.88
3126,1563,1,725,2,15.95
3127,1564,5,395,1,37.96
3128,1564,7,987,2,24.33
3129,1565,7,946,1,16.65
3130,1565,3,828,2,12.27
3131,1566,10,102,1,8.49
3132,1566,1,499,2,21.39
3133,1567,6,953,1,21.8
3134,1567,5,810,2,13.29
3135,1568,7,804,1,11.81
3136,1568,10,865,2,28.43
3137,1569,4,4,1,13.75
3138,1569,6,233,2,15.74
3139,1570,9,379,1,12.15
3140,1570,10,664,2,11.28
3141,1571,8,480,1,8.31
3142,1571,5,876,2,16.09
3143,1572,2,12,1,22.26
3144,1572,6,902,2,14.68
3145,1573,7,2,1,21.95
3146,1573,10,683,2,17.36
3147,1574,5,815,1,40.22
3148,1574,2,287,2,10.42
3149,1575,3,226,1,7.24
3150,1575,5,714,2,15.19
3151,1576,8,439,1,13.58
3152,1576,3,900,2,13.63
3153,1577,3,190,1,26.51
3154,1577,7,589,2,16.8
3155,1578,4,221,1,20.96
3156,1578,2,628,2,17.77
3157,1579,5,462,1,27.41
3158,1579,5,775,2,20.09
3159,1580,1,326,1,9.13
3160,1580,6,440,2,32.95
3161,1581,1,850,1,25.73
3162,1581,2,191,2,7.9
3163,1582,4,428,1,18.91
3164,1582,1,90,2,19.14
3165,1583,1,924,1,26.73
3166,1583,1,274,2,16.7
3167,1584,2,487,1,13.35
3168,1584,3,126,2,11.63
3169,1585,1,548,1,10.45
3170,1585,6,834,2,19.7
3171,1586,1,365,1,19.29
3172,1586,1,569,2,9.91
3173,1587,10,977,1,18.14
3174,1587,7,141,2,15.78
3175,1588,3,843,1,17.85
3176,1588,2,29,2,9.11
3177,1589,6,597,1,35.53
3178,1589,5,796,2,21.89
3179,1590,8,155,1,15.6
3180,1590,4,846,2,15.35
3181,1591,6,644,1,10.24
3182,1591,7,943,2,16.54
3183,1592,2,506,1,28.45
3184,1592,1,147,2,11.98
3185,1593,3,562,1,8.36
3186,1593,7,885,2,17.24
3187,1594,3,639,1,26.02
3188,1594,6,504,2,17.93
3189,1595,9,264,1,9.03
3190,1595,3,88,2,35.08
3191,1596,3,127,1,23.17
3192,1596,8,238,2,43.16
3193,1597,3,704,1,20.18
3194,1597,8,378,2,14.83
3195,1598,3,30,1,12.78
3196,1598,1,867,2,20.06
3197,1599,5,330,1,22.62
3198,1599,6,316,2,11.59
3199,1600,9,449,1,28.17
3200,1600,6,545,2,9.1
3201,1601,7,79,1,18.04
3202,1601,2,610,2,21.22
3203,1602,1,278,1,17.88
3204,1602,4,881,2,16.07
3205,1603,6,60,1,19.22
3206,1603,10,780,2,14.36
3207,1604,8,426,1,12.12
3208,1604,10,229,2,33.1
3209,1605,6,735,1,12.23
3210,1605,10,590,2,15.04
3211,1606,1,792,1,16.24
3212,1606,5,593,2,28.45
3213,1607,9,268,1,35.9
3214,1607,5,184,2,22.71
3215,1608,1,536,1,10.96
3216,1608,3,819,2,18.37
3217,1609,4,898,1,15.66
3218,1609,4,969,2,20.45
3219,1610,3,256,1,10.63
3220,1610,10,400,2,15.25
3221,1611,7,541,1,9.68
3222,1611,6,941,2,15.5
3223,1612,4,686,1,9.61
3224,1612,5,124,2,6.91
3225,1613,4,971,1,31.1
3226,1613,9,855,2,13.82
3227,1614,3,623,1,16.61
3228,1614,7,885,2,17.24
3229,1615,1,713,1,23.9
3230,1615,5,360,2,19.67
3231,1616,7,960,1,16.34
3232,1616,5,714,2,15.19
3233,1617,5,120,1,35.73
3234,1617,4,170,2,10.94
3235,1618,6,848,1,12.64
3236,1618,7,63,2,13.2
3237,1619,2,497,1,31.67
3238,1619,1,388,2,16.29
3239,1620,3,875,1,19.65
3240,1620,6,678,2,25.19
3241,1621,7,911,1,40.91
3242,1621,6,701,2,11.22
3243,1622,10,209,1,9.82
3244,1622,5,293,2,7.67
3245,1623,8,870,1,14.38
3246,1623,6,637,2,37.22
3247,1624,5,860,1,15.36
3248,1624,4,329,2,48.19
3249,1625,7,200,1,14.7
3250,1625,7,34,2,6.1
3251,1626,3,58,1,27.28
3252,1626,8,707,2,19.4
3253,1627,2,729,1,19.33
3254,1627,8,702,2,13.71
3255,1628,3,919,1,17.41
3256,1628,2,540,2,18.04
3257,1629,1,91,1,25.87
3258,1629,1,278,2,17.88
3259,1630,7,16,1,15.05
3260,1630,5,839,2,18.47
3261,1631,7,1,1,6.08
3262,1631,10,87,2,25.15
3263,1632,6,672,1,23.48
3264,1632,4,881,2,16.07
3265,1633,10,682,1,13.07
3266,1633,9,239,2,20.99
3267,1634,8,565,1,16.44
3268,1634,6,514,2,35.69
3269,1635,6,10,1,22.63
3270,1635,2,344,2,12.16
3271,1636,2,21,1,12.34
3272,1636,3,473,2,15.2
3273,1637,10,732,1,14.66
3274,1637,8,871,2,19.83
3275,1638,4,667,1,9.67
3276,1638,8,259,2,10.37
3277,1639,8,14,1,33.22
3278,1639,2,113,2,13.44
3279,1640,1,318,1,37.21
3280,1640,1,104,2,24.88
3281,1641,5,485,1,27.26
3282,1641,2,108,2,14.75
3283,1642,7,943,1,16.54
3284,1642,6,937,2,21.77
3285,1643,3,30,1,12.78
3286,1643,3,152,2,16.96
3287,1644,1,569,1,9.91
3288,1644,5,752,2,35.01
3289,1645,1,453,1,32.11
3290,1645,9,535,2,15.6
3291,1646,9,685,1,18.36
3292,1646,6,496,2,19.61
3293,1647,4,421,1,17.81
3294,1647,5,279,2,7.91
3295,1648,7,837,1,13.12
3296,1648,10,92,2,11.22
3297,1649,1,486,1,33.37
3298,1649,6,895,2,5.65
3299,1650,2,50,1,18.01
3300,1650,7,297,2,13.6
3301,1651,8,784,1,20.37
3302,1651,5,432,2,14.66
3303,1652,6,598,1,16.81
3304,1652,4,221,2,20.96
3305,1653,3,843,1,17.85
3306,1653,4,421,2,17.81
3307,1654,8,439,1,13.58
3308,1654,8,928,2,9.63
3309,1655,10,498,1,15.63
3310,1655,2,35,2,26.54
3311,1656,7,339,1,12.31
3312,1656,1,418,2,23.12
3313,1657,3,214,1,26.24
3314,1657,6,425,2,15.54
3315,1658,9,290,1,24.66
3316,1658,9,993,2,6.54
3317,1659,7,63,1,13.2
3318,1659,1,717,2,16.7
3319,1660,2,344,1,12.16
3320,1660,4,932,2,16.95
3321,1661,5,309,1,11.66
3322,1661,4,969,2,20.45
3323,1662,5,360,1,19.67
3324,1662,4,975,2,21.07
3325,1663,1,536,1,10.96
3326,1663,7,62,2,14.51
3327,1664,9,254,1,11.45
3328,1664,1,781,2,21.37
3329,1665,10,188,1,30.6
3330,1665,7,603,2,40.24
3331,1666,2,487,1,13.35
3332,1666,9,13,2,18.72
3333,1667,6,984,1,14.49
3334,1667,1,818,2,13.97
3335,1668,8,586,1,11.18
3336,1668,4,77,2,20.12
3337,1669,4,248,1,12.38
3338,1669,9,652,2,10.88
3339,1670,10,478,1,19.37
3340,1670,3,562,2,8.36
3341,1671,7,885,1,17.24
3342,1671,10,601,2,8.79
3343,1672,7,740,1,21.27
3344,1672,1,841,2,19.04
3345,1673,5,534,1,18.76
3346,1673,1,326,2,9.13
3347,1674,3,473,1,15.2
3348,1674,6,484,2,12.76
3349,1675,8,689,1,22.61
3350,1675,10,97,2,13.03
3351,1676,4,890,1,25.29
3352,1676,1,43,2,5.88
3353,1677,4,820,1,41.41
3354,1677,3,530,2,17.56
3355,1678,7,541,1,9.68
3356,1678,2,986,2,45.08
3357,1679,10,753,1,7.36
3358,1679,10,780,2,14.36
3359,1680,3,602,1,9.3
3360,1680,2,402,2,10.94
3361,1681,3,100,1,21.46
3362,1681,7,603,2,40.24
3363,1682,8,307,1,6.28
3364,1682,5,809,2,13.17
3365,1683,9,696,1,13.93
3366,1683,7,409,2,30.16
3367,1684,4,669,1,23.77
3368,1684,8,928,2,9.63
3369,1685,2,344,1,12.16
3370,1685,8,378,2,14.83
3371,1686,10,49,1,17.74
3372,1686,3,52,2,16.29
3373,1687,8,74,1,35.03
3374,1687,7,903,2,14.44
3375,1688,10,327,1,32.99
3376,1688,7,328,2,17.8
3377,1689,6,94,1,13.63
3378,1689,6,716,2,12.09
3379,1690,8,827,1,21.85
3380,1690,7,955,2,23.88
3381,1691,2,37,1,27.04
3382,1691,5,279,2,7.91
